,Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
2721,Casas,250.0,1750000.0,4,5,2,Uruguai
2722,Casas,110.0,330000.0,3,2,2,Mocambinho
2723,Apartamentos,84.0,380000.0,3,2,1,Fátima
2724,Apartamentos,105.0,750000.0,3,2,2,Fátima
2725,Apartamentos,98.0,570000.0,3,2,2,Horto
2726,Apartamentos,73.0,259400.0,3,2,1,Triunfo
2727,Apartamentos,202.0,1200000.0,5,5,3,Fátima
2728,Apartamentos,51.0,209330.0,2,2,1,Uruguai
2729,Apartamentos,59.0,309000.0,3,1,1,Recanto das Palmeiras
2730,Apartamentos,49.0,170000.0,2,1,1,Piçarra
2731,Casas,107.0,589325.0,4,4,2,Morros
2732,Apartamentos,119.0,1170000.0,3,4,2,Jóquei
2733,Apartamentos,128.0,1000000.0,3,4,2,Fátima
2734,Casas,227.0,750000.0,4,2,2,Santa Isabel
2735,Apartamentos,255.0,1800000.0,4,5,3,Horto
2736,Apartamentos,141.0,1270000.0,3,4,3,Fátima
2737,Casas,280.0,1400000.0,4,4,5,Ininga
2739,Casas,132.0,271900.0,3,3,2,Morros
2740,Apartamentos,45.0,170000.0,2,1,1,Santa Maria
2741,Apartamentos,227.0,1900000.0,3,4,4,Jóquei
2742,Apartamentos,145.0,750000.0,3,4,3,Recanto das Palmeiras
2744,Casas,52.0,180000.0,2,1,2,Vale do Gavião
2745,Casas,223.0,850000.0,4,5,5,Ininga
2746,Apartamentos,52.0,298000.0,2,1,1,São Cristóvão
2747,Casas,146.0,160000.0,3,1,1,Parque Brasil
2748,Apartamentos,202.0,1200000.0,5,5,3,Fátima
2749,Apartamentos,480.0,2600000.0,5,5,4,Uruguai
2750,Casas,303.0,850000.0,4,5,4,Jóquei
2751,Apartamentos,81.0,700000.0,3,1,1,Ininga
2752,Apartamentos,80.0,520000.0,2,1,2,Uruguai
2753,Apartamentos,62.0,435000.0,2,3,1,Recanto das Palmeiras
2755,Apartamentos,127.0,1150000.0,3,4,2,Horto
2756,Casas,146.0,390000.0,3,1,2,Alto Alegre
2757,Casas,88.0,160000.0,3,2,3,Parque Brasil
2758,Apartamentos,190.0,850000.0,3,3,2,Ininga
2759,Casas,186.0,850000.0,3,3,2,Ininga
2760,Casas,68.0,350000.0,2,1,3,Recanto das Palmeiras
2761,Apartamentos,70.0,320000.0,3,1,1,Ininga
2762,Apartamentos,56.0,228015.0,3,1,1,São Cristóvão
2763,Apartamentos,101.0,617000.0,3,3,2,Ilhotas
2764,Apartamentos,75.0,235000.0,3,3,1,Vila Operária
2765,Casas,480.0,1250000.0,5,5,4,Recanto das Palmeiras
2766,Casas,100.0,250000.0,3,1,1,Centro
2767,Apartamentos,94.0,320000.0,1,2,1,Noivos
2768,Apartamentos,61.0,165000.0,2,1,1,Itararé
2769,Apartamentos,105.0,650000.0,3,2,2,Fátima
2770,Apartamentos,145.0,750000.0,3,3,3,Santa Isabel
2773,Apartamentos,119.0,1170000.0,3,5,2,São Cristóvão
2774,Apartamentos,168.0,1600000.0,3,4,2,Jóquei
2775,Apartamentos,77.0,300000.0,3,2,2,Cristo Rei
2776,Apartamentos,69.0,180000.0,2,1,1,Gurupi
2777,Apartamentos,200.0,2500000.0,4,5,3,Ininga
2778,Apartamentos,48.0,130000.0,2,1,1,Cidade Nova
2779,Casas,70.0,290000.0,2,2,2,Bela Vista
2780,Casas,174.0,600000.0,3,4,2,Gurupi
2781,Casas,99.0,130000.0,3,1,1,Pedra Mole
2782,Casas,70.0,550000.0,3,2,2,Parque Alvorada
2783,Apartamentos,78.0,230000.0,2,2,1,Ininga
2784,Casas,120.0,1100000.0,4,1,2,Horto
2785,Apartamentos,127.0,1000000.0,3,4,2,Jóquei
2786,Apartamentos,128.0,1200000.0,3,3,2,Horto
2787,Apartamentos,107.0,720000.0,3,3,2,Frei Serafim
2788,Casas,390.0,850000.0,4,5,5,Planalto
2790,Apartamentos,69.0,250000.0,2,2,1,Morada do Sol
2791,Apartamentos,45.0,199000.0,2,2,1,Uruguai
2792,Apartamentos,89.0,350000.0,3,1,2,Morada do Sol
2793,Apartamentos,106.0,850000.0,3,4,2,Horto
2794,Apartamentos,75.0,330000.0,2,3,1,São Cristóvão
2796,Casas,100.0,310000.0,2,2,1,Vale Quem Tem
2797,Apartamentos,105.0,650000.0,3,2,2,Fátima
2798,Apartamentos,128.0,1000000.0,3,4,2,Fátima
2799,Apartamentos,62.0,290000.0,3,2,2,São João
2800,Apartamentos,59.0,220000.0,3,2,1,Parque Ideal
2801,Casas,100.0,400000.0,4,3,1,Cabral
2802,Casas,182.0,980000.0,4,4,2,Horto
2803,Apartamentos,77.0,370000.0,2,3,1,Campestre
2804,Apartamentos,75.0,420000.0,3,2,1,Santa Isabel
2805,Apartamentos,107.0,680000.0,3,3,2,Frei Serafim
2806,Apartamentos,82.0,650000.0,3,4,2,Jóquei
2807,Apartamentos,130.0,770000.0,3,2,2,Fátima
2808,Apartamentos,60.0,200000.0,3,2,1,Vale Quem Tem
2809,Apartamentos,72.0,398000.0,3,3,2,Noivos
2810,Apartamentos,86.0,562990.0,3,4,2,Jóquei
2811,Apartamentos,75.0,290000.0,3,2,1,Piçarreira
2812,Apartamentos,77.0,240000.0,3,3,1,Santa Isabel
2813,Apartamentos,130.0,320000.0,4,3,2,São Cristóvão
2814,Apartamentos,56.0,241752.0,2,1,1,Uruguai
2815,Casas,76.0,282000.0,3,1,2,Morros
2816,Casas,498.0,765000.0,2,2,1,Fátima
2817,Apartamentos,80.0,420000.0,3,4,1,Noivos
2819,Casas,151.0,780000.0,5,5,3,Samapi
2820,Apartamentos,66.0,315000.0,3,2,1,Gurupi
2821,Casas,180.0,1300000.0,1,5,5,Ininga
2822,Apartamentos,59.0,350000.0,2,2,1,Recanto das Palmeiras
2823,Casas,185.0,850000.0,4,5,2,Piçarreira
2824,Casas,145.0,550000.0,3,1,2,São João
2825,Apartamentos,65.0,165000.0,3,1,1,Uruguai
2828,Apartamentos,179.0,1450000.0,4,4,3,Jóquei
2829,Casas,260.0,1800000.0,3,3,4,Horto
2830,Casas,350.0,950000.0,3,4,4,Ininga
2831,Casas,61.0,130000.0,2,1,2,Parque Sul
2832,Apartamentos,170.0,750000.0,3,4,2,Frei Serafim
2833,Apartamentos,64.0,390000.0,3,2,2,Cristo Rei
2834,Casas,98.0,275000.0,2,1,2,São Sebastião
2835,Apartamentos,124.0,690000.0,3,2,2,Fátima
2836,Apartamentos,224.0,2000000.0,3,5,3,São Cristóvão
2837,Casas,105.0,1300000.0,4,5,5,Horto
2838,Casas,195.0,700000.0,3,4,5,Gurupi
2839,Apartamentos,300.0,2900000.0,4,4,5,Jóquei
2841,Casas,160.0,500000.0,4,4,2,Uruguai
2842,Apartamentos,80.0,240000.0,4,3,1,Santa Isabel
2843,Apartamentos,250.0,1800000.0,3,1,3,Fátima
2844,Apartamentos,150.0,1180000.0,3,4,3,Jóquei
2845,Apartamentos,174.0,950000.0,3,4,2,Ilhotas
2846,Casas,200.0,500000.0,4,5,2,Uruguai
2847,Casas,160.0,630000.0,3,4,2,Santa Lia
2848,Casas,100.0,670000.0,3,2,4,Morada do Sol
2849,Apartamentos,86.0,275000.0,3,3,1,Piçarra
2850,Casas,93.0,289000.0,3,2,1,Pedra Mole
2851,Casas,103.0,620000.0,3,2,2,Campestre
2852,Apartamentos,80.0,560000.0,3,4,2,Horto
2853,Casas,175.0,890000.0,4,5,4,Gurupi
2854,Apartamentos,74.0,430000.0,3,3,2,Noivos
2855,Apartamentos,60.0,200000.0,3,2,1,Vale Quem Tem
2856,Casas,400.0,1300000.0,4,4,2,Novo Uruguai
2857,Casas,200.0,350000.0,4,4,2,Itararé
2858,Apartamentos,50.0,150000.0,2,1,0,Santo Antônio
2859,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
2860,Casas,165.0,520000.0,3,4,2,Bela Vista
2861,Apartamentos,75.0,200000.0,3,1,1,Ininga
2862,Apartamentos,86.0,230000.0,3,1,1,Morada do Sol
2863,Apartamentos,130.0,770000.0,3,2,2,Horto
2864,Casas,600.0,1800000.0,3,3,1,Morada do Sol
2865,Apartamentos,82.0,650000.0,3,4,2,Jóquei
2866,Casas,104.0,550000.0,3,4,2,Pedra Mole
2867,Apartamentos,80.0,520000.0,3,3,2,Horto
2869,Apartamentos,105.0,700000.0,4,3,2,Fátima
2870,Apartamentos,244.0,1150000.0,4,5,0,Ilhotas
2871,Apartamentos,46.0,140000.0,2,1,2,Cristo Rei
2872,Apartamentos,60.0,280000.0,2,2,1,Santa Isabel
2874,Casas,61.0,134265.0,2,1,1,Santa Maria
2875,Casas,61.0,129700.0,2,1,1,Santa Maria
2876,Apartamentos,46.0,126000.0,2,1,1,Santa Maria
2877,Apartamentos,82.0,630000.0,2,3,1,Fátima
2878,Apartamentos,46.0,133900.0,2,1,1,Santa Maria
2879,Apartamentos,61.0,212300.0,2,2,1,Cristo Rei
2880,Apartamentos,52.0,200000.0,2,2,1,Uruguai
2881,Apartamentos,46.0,134900.0,2,1,1,Santa Maria
2882,Apartamentos,75.0,360000.0,3,2,1,Santa Isabel
2883,Casas,145.0,680000.0,4,4,2,Morros
2885,Casas,152.0,800000.0,4,5,2,Samapi
2886,Apartamentos,105.0,650000.0,3,2,2,Fátima
2887,Apartamentos,49.0,140000.0,2,2,1,Vale do Gavião
2888,Casas,302.0,2200000.0,4,5,4,Uruguai
2889,Apartamentos,67.0,410000.0,2,2,1,Jóquei
2890,Casas,400.0,2900000.0,5,5,2,Tabajaras
2891,Apartamentos,160.0,1600000.0,3,4,3,Jóquei
2892,Casas,224.0,800000.0,3,3,3,Fátima
2893,Casas,400.0,1300000.0,4,4,2,Gurupi
2894,Casas,374.0,1600000.0,4,5,2,Morada do Sol
2895,Casas,160.0,700000.0,3,2,4,Lourival Parente
2896,Casas,60.0,139000.0,2,1,1,Vale do Gavião
2897,Apartamentos,48.0,170000.0,2,1,1,Campestre
2898,Casas,175.0,890000.0,4,5,4,Gurupi
2899,Casas,156.0,750000.0,4,4,2,Zoobotânico
2900,Apartamentos,187.0,1191744.0,4,5,3,Noivos
2901,Apartamentos,75.0,420000.0,3,2,1,Santa Isabel
2902,Apartamentos,105.0,650000.0,3,2,2,Fátima
2903,Casas,390.0,900000.0,4,3,2,Ininga
2904,Apartamentos,77.0,350000.0,2,3,1,Horto
2905,Apartamentos,72.0,398000.0,3,3,2,Noivos
2907,Casas,120.0,398000.0,4,2,3,Gurupi
2908,Apartamentos,168.0,1600000.0,3,4,2,Jóquei
2909,Apartamentos,77.0,280000.0,3,3,1,Uruguai
2910,Apartamentos,196.0,920000.0,3,4,2,Horto
2911,Casas,220.0,1500000.0,4,4,4,Fátima
2912,Casas,152.0,780000.0,4,5,2,Samapi
2914,Casas,225.0,500000.0,3,2,4,São Cristóvão
2915,Apartamentos,77.0,265000.0,3,3,1,Campestre
2916,Apartamentos,90.0,250000.0,3,3,1,Piçarra
2917,Apartamentos,75.0,290000.0,3,2,1,Piçarreira
2918,Casas,167.0,580000.0,3,3,3,Ininga
2919,Casas,169.0,430000.0,3,3,4,Morada Nova
2920,Casas,157.0,780000.0,4,5,3,Samapi
